State,Fac Ex No,Address Main Entrance,Chicago Preservation Code,Property Category,Estimated Net Assignable Area,Year Acquired,Property Graphic,Building Length,Year Leased,Year Removed,Alternate Address,Estimated Total Net Area,Architect,Property Picture,Ext (IFMA) Gross Area,Comments,City Code,Legal Property Description,Sustainability - Certifications,Primary Assigned,Caretaker,Drawing Type,Removal Status,CSM,Building Height,National Register,Site Code,Fac Ex Abbr,Chicago Landmark,Major Renovation,Estimated Net Non-Assignable Area,CL Justification,Height Comments,Occupancy Classification,FICM Gross Area,City,Property Status,Alternate Property Code,Estimated Temporary Occupancy,Property Code,Physical Property Description,NR Justification,Secondary Assigned,Site Gross,Building Use,Property Name,Responsible Unit,PIN Number,Estimated Permanent Occupancy,Year Constructed,Replaced By,url,Building Width
IL,,375 East Garfield Blvd,Unknown,Vacant Lot,0.00,2010,W13_PHOTO.JPG,0.00,,,375 East 55th Street,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Other,Manual,NA,No,0.00,Unknown,Washington Park,,Unknown,,0.00,,,,0.00,CHICAGO,Owned,,0,W13,,,Unknown,0.19,Commerical,375 Garfield Lot,Commercial Real Estate Operations,20-15-104-015,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=680,0.00
IL,,368 East Garfield Blvd,Unknown,Building,0.00,2011,W14_PHOTO.JPG,0.00,,,,0.00,,,980.00,,,,,Commerical Real Estate (CRE),Other,Manual,NA,No,0.00,Unknown,Washington Park,,Unknown,,0.00,,,UNK,980.00,CHICAGO,Owned/Leased to Others,,0,W14,,,Unknown,0.29,Commerical,368 East Garfield Blvd,Commercial Real Estate Operations,20-10-317-004,0,1992,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=681,0.00
,,Garfield Blvd,Unknown,Grounds,0.00,,WG01_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Washington Park,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,WG01,,,Unknown,0.00,Non-Building,Garfield Undeveloped Lots,Unknown,See buildings,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=682,0.00
IL,,190 East Delaware Place,Unknown,Building,0.00,1960,,0.00,,,,0.00,,,0.00,,,,,GSB,Unknown,CAD,Sold/Transferred,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X01,,,Unknown,0.00,ACADOffice,190 East Delaware Place,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=683,0.00
IL,,208 South LaSalle Street,Unknown,Building,0.00,1966,,0.00,,,,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X02,,,Unknown,0.00,Patient Care,BSD/Hosp Clinic,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=684,0.00
IL,,1st National Plaza,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,VP Investments,Inactive,CAD,Lease Terminated,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X03,,,Unknown,0.00,ADMOffice,Investments Office,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=685,0.00
IL,,Bollingbrook,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Inactive,CAD,Lease Terminated,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X04,,,Unknown,0.00,Patient Care,Bollingbrook Physicians Building,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=686,0.00
IL,,8201 South Cass Avenue,Unknown,Building,"15,861.00",,,0.00,,,,"16,428.00",,,"18,000.00",,,,,UCH,Inactive,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,567.00,,,,"18,000.00",CHICAGO,Leased,,0,X06,,,Unknown,0.00,ADMOffice,Darien Hospital Finance,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=687,0.00
IL,,4646 North Marine Drive,Unknown,Building,"4,289.00",,,0.00,,,,"4,336.00",,,"5,342.00",,,,,UCH,Inactive,CAD,Lease Terminated,No,0.00,Unknown,Illinois,,Unknown,,47.00,,,,"5,342.00",CHICAGO,Sold/Terminated,,0,X07,,,Unknown,0.00,Patient Care,Weiss Memorial Hospital,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=688,0.00
IL,,9700 S. Cass Avenue,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,VP Research,Inactive,CAD,NA,No,0.00,Unknown,Illinois,ANL,Unknown,,0.00,,,,0.00,CHICAGO,Operated,,0,X08,,,Unknown,0.00,Laboratory,Argonne National Laboratory,Other,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=689,0.00
IL,,at Argonne National Laboratory,None,Building,"20,907.00",2008,,0.00,,,,"44,055.00",Fladd and Associates,,"49,273.49",,,,,BSD,Other,CAD,NA,No,0.00,Unknown,Illinois,RBL,No,,"23,148.00",,,,"13,857.89",CHICAGO,Owned,,0,X09,,,Unknown,0.00,Laboratory,Ricketts Regional Biocontainment Laboratory,Chicago Biology and  Medicine,,0,2008,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=690,0.00
IL,,410 South Michigan Avenue,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,Non-UNIV,Inactive,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X10,,,Unknown,0.00,ADMOffice,Fine Arts Building,Other,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=691,0.00
IL,,2929 South Ellis Avenue,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,BSD,Inactive,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X14,,,Unknown,0.00,ADMOffice,Michael Reese Hospital,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=692,0.00
IL,,"Batavia, IL",Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,VP Research,Inactive,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Operated,,0,X17,,,Unknown,0.00,Laboratory,Enrico Fermi Laboratory,Other,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=693,0.00
IL,,450 North Cityfront Plaza,None,Building,"109,491.00",1994,X18_PHOTO.JPG,259.00,,,,"185,033.00",Lohan Associates,,"212,717.21",,,,,GSB,Other,CAD,NA,Yes,0.00,Unknown,Illinois,GC,No,,"75,542.00",,,C302,"212,717.21",CHICAGO,Owned,,"1,529",X18,,,Graham School,0.83,Teaching,Gleacher Center,Other,17-10-215-077;216-38,99,1994,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=694,135.00
IL,,Stevenson/King Drive,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Inactive,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X19,,,Unknown,0.00,Other,Mercy Hospital,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=695,0.00
IL,,121 North Elm,Unknown,Building,0.00,,,0.00,,,Ambulatory Care Elmwood Hall Lvl B1,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Leased,,0,X30,,,Unknown,0.00,Patient Care,Adventist Hinsdale Hosp Cardiology,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=696,0.00
IL,,1632 West Central Road,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,ARLINGTON HEIGHT,Leased,,0,X31,,,Unknown,0.00,Patient Care,Northwest Heart Specialists,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=697,0.00
IL,,"880 W. Central Road, Suite 7100",Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,ARLINGTON HEIGHT,Leased,,0,X32,,,Unknown,0.00,Patient Care,Northwest Cardiovascular Associates,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=698,0.00
IL,,"3285 N. Arlington Heights Rd, Suite 201",Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Inactive,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,ARLINGTON HEIGHT,Sold/Terminated,,0,X33,,,Unknown,0.00,Patient Care,Lake Cook Behavioral Health Research,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=699,0.00
IL,,4840 North Marine Drive,Unknown,Building,0.00,2008,,0.00,,,,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Leased,,0,X34,,,Unknown,0.00,Patient Care,Chicago Lakeshore Hospital,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=700,0.00
IL,,3249 South Oak Park,Unknown,Building,0.00,,,0.00,,,The Giammanco Center,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,BERWYN,Leased,,0,X35,,,Unknown,0.00,Patient Care,Pediatric Cardiology,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=701,0.00
IL,,"3722 South Harlem, Ste 201",Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,RIVERSIDE,Leased,,0,X36,,,Unknown,0.00,Patient Care,MacNeal Hospital (Urology-Onc),Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=702,0.00
IL,,"5201 S. Willow Springs Rd, Suite 380",Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,WESTERN SPRINGS,Leased,,0,X37,,,Unknown,0.00,Patient Care,Urology LaGrange,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=703,0.00
IL,,16522 S. 106th Ct.,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,ORLAND PARK,Leased,,0,X38,,,Unknown,0.00,Patient Care,Urology Orland Park,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=704,0.00
IL,,3241 South Michigan Avenue,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Leased,,0,X39,,,Unknown,0.00,Patient Care,IL College of Optometry (Ophthal),Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=705,0.00
IL,,2525 South Michigan Avenue,Unknown,Building,0.00,,,0.00,,,Doctor's Office Center,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Leased,,0,X40,,,Unknown,0.00,Patient Care,Mercy Hospital and Medical Center,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=706,0.00
IL,,6318-26 South Kenwood,Unknown,Parking Lot,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Leased,,0,X41,,,Unknown,0.00,Parking,Apostolic Church of God - Parking,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=707,0.00
IL,,59th Street and Cottage Grove Avenue,Unknown,Parking Lot,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Leased,,0,X42,,,Unknown,0.00,Parking,Chicago Park District - Parking,Other,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=708,0.00
IL,,1000 Central Street Suite 800,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X43,,,Unknown,0.00,Patient Care,Transplant Evaluation Program,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=709,0.00
IL,,2150 Pfingsten Rd Suite 3000,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X44,,,Unknown,0.00,Patient Care,UC Hepatology Program,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=710,0.00
IL,,1000 Central Street Suite 800,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,EVANSTON,Sold/Terminated,,0,X45,,,Unknown,0.00,Patient Care,UC Pediatric Surgery Program,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=711,0.00
IL,,East 65th Street at Lake Michigan,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Inactive,CAD,Other,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X60,,,Unknown,0.00,Patient Care,La Rabida Hospital,Other,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=712,0.00
IL,,7801 S. Cottage Grove,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Inactive,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X61,,,Unknown,0.00,Patient Care,UC Physicians Group,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=713,0.00
IL,,1311 East 57TH Street,Unknown,Building,0.00,,,0.00,,2017,,0.00,,,"1,500.00",,,,,GSB,University Facilities Services-Residential Shop,Manual,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,"1,500.00",CHICAGO,Sold/Terminated,,0,X62,,,Unknown,0.00,ACADOffice,1311 East 57TH Street,Other,20-14-215-003,0,1917,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=714,0.00
IL,,"208 South LaSalle Street, Suite 200",Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,BSD,Inactive,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X65,,,Unknown,0.00,Patient Care,Cancer-Leukemia Group B,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=715,0.00
IL,,7400 West 183rd Street,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,UCH,Inactive,CAD,Lease Terminated,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X67,,,Unknown,0.00,Patient Care,Tinley Park Psych Site,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=716,0.00
IL,,4343 Lincoln Highway,Unknown,Building,"4,909.00",,,0.00,,2016,,"6,087.00",,,"8,211.00",,,,,UCH,Inactive,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,"1,178.00",,,,"8,211.00",MATTESON,Sold/Terminated,,0,X68,,,Unknown,0.00,Patient Care,Matteson Building,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=717,0.00
IL,,8725 South Stony Island,Unknown,Building,90.00,,,0.00,,,,90.00,,,260.00,,,,,UCH,Inactive,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,260.00,CHICAGO,Leased,,0,X69,,,Unknown,0.00,Patient Care,Stony Island Dialysis,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=718,0.00
IL,,7101 South Exchange,Unknown,Building,"5,602.00",,,0.00,2000,,,"5,927.00",,,"6,127.00",,,,,UCH,Inactive,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,325.00,,,,"6,127.00",CHICAGO,Leased,,0,X70,,,Unknown,0.00,Patient Care,Southshore Senior Center,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=719,0.00
IL,CS,7955 South Cass Avenue,Unknown,Building,"38,552.00",,,0.00,,,,"43,623.00",,,"44,399.00",,,,,UCH,Inactive,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,"5,071.00",,,,"44,399.00",CHICAGO,Leased,,0,X71,,,Unknown,0.00,Patient Care,Darien Data Center,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=720,0.00
IL,,5841 S Western,Unknown,Building,0.00,2000,,0.00,,,,0.00,,,0.00,,,,,UCH,Inactive,CAD,Sold/Transferred,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X72,,,Unknown,0.00,Patient Care,Friend Center - West,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=721,0.00
IL,,725 South Wells,Unknown,Building,0.00,,,0.00,,2008,,0.00,,,0.00,,,,,GSB,Inactive,CAD,Lease Terminated,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X73,,,Unknown,0.00,ACADOffice,Center for Research in Security Prices,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=722,0.00
IL,,222 North LaSalle,Unknown,Building,0.00,,,0.00,1993,2008,,0.00,,,0.00,,,,,UCH,Inactive,CAD,Lease Terminated,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X74,,,Unknown,0.00,Patient Care,222 North LaSalle (Surgery-OB),Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=723,0.00
IL,,"Monee, IL",Not Applicable,Building,0.00,1975,,0.00,,1984,,0.00,,,882.00,,,,,Unknown,Other,Manual,Sold/Transferred,No,0.00,Unknown,Illinois,,No,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X75,,,Unknown,0.34,Other,Monee Radar Facility,University Facilities Services,14-29-100-005,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=724,0.00
IL,,230 West Monroe,Unknown,Building,"8,597.00",,,0.00,,,,"8,761.00",,,"11,557.00",,,,,UCH,Other,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,164.00,,,,"11,557.00",CHICAGO,Leased,,0,X76,,,Unknown,0.00,Patient Care,230 West Monroe (CALGB),Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=725,0.00
IL,,"105 West Adams, Suite 1700",Unknown,Building,"13,830.00",,,0.00,2008,,,"13,830.00",,,"16,046.28",,,,,GSB,Other,Manual,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,"16,046.28",CHICAGO,Leased,,0,X77,,,Unknown,0.00,ACADOffice,Center for Research In Security Prices,Other,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=726,0.00
IL,,333 South Desplaines,Unknown,Building,"5,842.00",,,0.00,,,,"6,709.00",,,"8,519.00",,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,867.00,,,,"8,519.00",CHICAGO,Leased,,0,X78,,,Unknown,0.00,Patient Care,333 S Des Plaines (OB/IVF),Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=727,0.00
IL,,180 Harvester,Unknown,Building,"25,722.00",,,0.00,,,,"26,226.00",,,"27,789.00",,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,504.00,,,,"27,789.00",BURR RIDGE,Leased,,0,X79,,,Unknown,0.00,Patient Care,Estancia Corporate Center (UCPG Administration),Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=728,0.00
IL,,87th and Greenwood,Unknown,Building,"6,338.00",,,0.00,,,,"6,725.00",,,"7,469.02",,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,387.00,,,,0.00,CHICAGO,Sold/Terminated,,0,X80,,,Unknown,0.00,Patient Care,87th and Greenwood (Vacant),Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=729,0.00
IL,,"130 East Randolph, Suite 116",Unknown,Building,"25,599.00",,,0.00,2006,,One Prudential Plaza,"27,140.00",,,"30,845.00",,,,,BSD,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,"1,541.00",,,,"30,845.00",CHICAGO,Leased,,0,X81,,,Unknown,0.00,ADMOffice,Prudential Building (CBIS/iBi/Development),Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=730,0.00
IL,,401 North Michigan Avenue,Unknown,Building,"48,975.00",,,0.00,2007,,,"50,387.00",,,"69,461.67",,,,,GSB,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,"1,412.00",,,,"69,461.67",CHICAGO,Leased,,0,X82,,,Unknown,0.00,ADMOffice,401 North Michigan Avenue,Other,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=731,0.00
IL,,707 East 37th Street,Unknown,Building,0.00,,,0.00,2005,,,0.00,,,0.00,,,,,Non-UNIV,Unknown,Manual,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,CHICAGO,Leased,,0,X83,,,Unknown,0.00,Teaching,Donoghue Charter School,Other,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=732,0.00
IL,,6420 South University Avenue,Unknown,Building,0.00,,,0.00,2006,,,0.00,,,"84,751.81",,,,,Non-UNIV,Unknown,Manual,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,"84,751.81",CHICAGO,Leased,,0,X84,,,Unknown,0.00,Teaching,Woodlawn Charter High School,Other,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=733,0.00
IL,,19550 Governors Hwy Ste 2500,Unknown,Building,"2,880.00",,,0.00,,,Flossmoor,"3,828.00",,,"4,667.00",,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,948.00,,,,"4,667.00",FLOSSMOOR,Leased,,0,X85,,,Unknown,0.00,Patient Care,Ingalls Family Care Center (Peds),Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=734,0.00
IL,,"7350 W. College Drive, Suite 102",Unknown,Building,"1,129.00",,,0.00,,,Palos Heights,"1,129.00",,,0.00,,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,PALOS HEIGHTS,Leased,,0,X86,,,Unknown,0.00,Patient Care,Commodore Professional Building (Peds - Palos),Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=735,0.00
IL,,"640 South Washington, Suite 120",Unknown,Building,0.00,,,0.00,2008,2009,Naperville,0.00,,,0.00,,,,,UCH,Unknown,CAD,Lease Terminated,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,NAPERVILLE,Sold/Terminated,,0,X87,,,Unknown,0.00,Patient Care,Naperville Medical Center (Peds),Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=736,0.00
IL,,"150 East Huron, 12th Floor",Unknown,Building,"10,443.00",,,0.00,,,,"12,978.00",,,"15,488.00",,,,,UCH,Unknown,CAD,NA,No,0.00,Unknown,Illinois,,Unknown,,"2,535.00",,,,"15,488.00",CHICAGO,Leased,,0,X88,,,Unknown,0.00,Patient Care,150 East Huron (DoM),Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=737,0.00
IL,,950 Skokie Blvd,Unknown,Building,0.00,,,0.00,2004,2009,Northbrook,0.00,,,0.00,,,,,UCH,Unknown,CAD,Lease Terminated,No,0.00,Unknown,Illinois,,Unknown,,0.00,,,,0.00,NORTHBROOK,Sold/Terminated,,0,X89,,,Unknown,0.00,Patient Care,950 Skokie Blvd (Psych),Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=738,0.00
